timestamp_unix,mode,tag,model,threads,p,n,repeat,tier_mbps,tier_lat_ms,tier_chunk_mb,stage_seconds,stage_effective_mbps,pp_tps,tg_tps,json_path
1772132648,hbf-emu,,/home/manishkl/models/qwen2.5-3b-instruct-q4_k_m.gguf,8,256,256,1,500.0,1.0,4.0,15.159,138.86,39.38 ± 3.20,8.20 ± 1.01,results/hbf_weight_tier_v2/weight_tier_mbps500_lat1_p256_n256_r1.json
1772132846,hbf-emu,,/home/manishkl/models/qwen2.5-3b-instruct-q4_k_m.gguf,8,256,256,2,500.0,1.0,4.0,15.159,138.86,38.92 ± 6.88,8.74 ± 1.20,results/hbf_weight_tier_v2/weight_tier_mbps500_lat1_p256_n256_r2.json
1772133031,hbf-emu,,/home/manishkl/models/qwen2.5-3b-instruct-q4_k_m.gguf,8,256,256,3,500.0,1.0,4.0,15.159,138.86,40.57 ± 6.30,9.27 ± 0.79,results/hbf_weight_tier_v2/weight_tier_mbps500_lat1_p256_n256_r3.json
1772133252,hbf-emu,,/home/manishkl/models/qwen2.5-3b-instruct-q4_k_m.gguf,8,256,256,1,500.0,5.0,4.0,22.0,95.68,36.53 ± 6.68,8.92 ± 1.89,results/hbf_weight_tier_v2/weight_tier_mbps500_lat5_p256_n256_r1.json
1772133454,hbf-emu,,/home/manishkl/models/qwen2.5-3b-instruct-q4_k_m.gguf,8,256,256,2,500.0,5.0,4.0,22.0,95.68,38.55 ± 6.70,8.72 ± 0.63,results/hbf_weight_tier_v2/weight_tier_mbps500_lat5_p256_n256_r2.json
1772133672,hbf-emu,,/home/manishkl/models/qwen2.5-3b-instruct-q4_k_m.gguf,8,256,256,3,500.0,5.0,4.0,22.0,95.68,36.21 ± 3.18,7.65 ± 1.30,results/hbf_weight_tier_v2/weight_tier_mbps500_lat5_p256_n256_r3.json
1772133915,hbf-emu,,/home/manishkl/models/qwen2.5-3b-instruct-q4_k_m.gguf,8,256,256,1,1000.0,0.0,4.0,20.651,101.93,27.27 ± 4.40,8.67 ± 1.09,results/hbf_weight_tier_v2/weight_tier_mbps1000_lat0_p256_n256_r1.json
1772134159,hbf-emu,,/home/manishkl/models/qwen2.5-3b-instruct-q4_k_m.gguf,8,256,256,2,1000.0,0.0,4.0,20.651,101.93,22.83 ± 3.25,8.00 ± 1.73,results/hbf_weight_tier_v2/weight_tier_mbps1000_lat0_p256_n256_r2.json
1772134438,hbf-emu,,/home/manishkl/models/qwen2.5-3b-instruct-q4_k_m.gguf,8,256,256,3,1000.0,0.0,4.0,20.651,101.93,28.08 ± 2.48,6.03 ± 1.35,results/hbf_weight_tier_v2/weight_tier_mbps1000_lat0_p256_n256_r3.json
1772134712,hbf-emu,,/home/manishkl/models/qwen2.5-3b-instruct-q4_k_m.gguf,8,256,256,1,1000.0,1.0,4.0,22.342,94.21,23.39 ± 2.83,7.52 ± 1.47,results/hbf_weight_tier_v2/weight_tier_mbps1000_lat1_p256_n256_r1.json
1772134939,hbf-emu,,/home/manishkl/models/qwen2.5-3b-instruct-q4_k_m.gguf,8,256,256,2,1000.0,1.0,4.0,22.342,94.21,25.90 ± 4.05,8.45 ± 1.74,results/hbf_weight_tier_v2/weight_tier_mbps1000_lat1_p256_n256_r2.json
1772135146,hbf-emu,,/home/manishkl/models/qwen2.5-3b-instruct-q4_k_m.gguf,8,256,256,3,1000.0,1.0,4.0,22.342,94.21,29.65 ± 3.82,8.78 ± 1.09,results/hbf_weight_tier_v2/weight_tier_mbps1000_lat1_p256_n256_r3.json
1772135384,hbf-emu,,/home/manishkl/models/qwen2.5-3b-instruct-q4_k_m.gguf,8,256,256,1,1000.0,5.0,4.0,14.449,145.68,27.75 ± 2.41,8.46 ± 1.10,results/hbf_weight_tier_v2/weight_tier_mbps1000_lat5_p256_n256_r1.json
1772135648,hbf-emu,,/home/manishkl/models/qwen2.5-3b-instruct-q4_k_m.gguf,8,256,256,2,1000.0,5.0,4.0,14.449,145.68,23.98 ± 4.19,6.75 ± 0.93,results/hbf_weight_tier_v2/weight_tier_mbps1000_lat5_p256_n256_r2.json
1772135855,hbf-emu,,/home/manishkl/models/qwen2.5-3b-instruct-q4_k_m.gguf,8,256,256,3,1000.0,5.0,4.0,14.449,145.68,25.79 ± 4.27,9.26 ± 0.28,results/hbf_weight_tier_v2/weight_tier_mbps1000_lat5_p256_n256_r3.json
1772136099,hbf-emu,,/home/manishkl/models/qwen2.5-3b-instruct-q4_k_m.gguf,8,256,256,1,2000.0,0.0,4.0,18.554,113.45,27.50 ± 2.86,7.95 ± 0.39,results/hbf_weight_tier_v2/weight_tier_mbps2000_lat0_p256_n256_r1.json
1772136390,hbf-emu,,/home/manishkl/models/qwen2.5-3b-instruct-q4_k_m.gguf,8,256,256,2,2000.0,0.0,4.0,18.554,113.45,21.28 ± 2.26,6.37 ± 1.11,results/hbf_weight_tier_v2/weight_tier_mbps2000_lat0_p256_n256_r2.json
1772136699,hbf-emu,,/home/manishkl/models/qwen2.5-3b-instruct-q4_k_m.gguf,8,256,256,3,2000.0,0.0,4.0,18.554,113.45,24.43 ± 3.73,6.42 ± 2.64,results/hbf_weight_tier_v2/weight_tier_mbps2000_lat0_p256_n256_r3.json
1772136946,hbf-emu,,/home/manishkl/models/qwen2.5-3b-instruct-q4_k_m.gguf,8,256,256,1,2000.0,1.0,4.0,28.004,75.17,40.74 ± 2.23,8.31 ± 2.61,results/hbf_weight_tier_v2/weight_tier_mbps2000_lat1_p256_n256_r1.json
1772137118,hbf-emu,,/home/manishkl/models/qwen2.5-3b-instruct-q4_k_m.gguf,8,256,256,2,2000.0,1.0,4.0,28.004,75.17,30.74 ± 4.88,11.57 ± 0.98,results/hbf_weight_tier_v2/weight_tier_mbps2000_lat1_p256_n256_r2.json
1772137308,hbf-emu,,/home/manishkl/models/qwen2.5-3b-instruct-q4_k_m.gguf,8,256,256,3,2000.0,1.0,4.0,28.004,75.17,41.15 ± 6.99,8.86 ± 0.86,results/hbf_weight_tier_v2/weight_tier_mbps2000_lat1_p256_n256_r3.json
1772137536,hbf-emu,,/home/manishkl/models/qwen2.5-3b-instruct-q4_k_m.gguf,8,256,256,1,2000.0,5.0,4.0,20.33,103.54,38.14 ± 5.72,8.56 ± 1.55,results/hbf_weight_tier_v2/weight_tier_mbps2000_lat5_p256_n256_r1.json
1772137722,hbf-emu,,/home/manishkl/models/qwen2.5-3b-instruct-q4_k_m.gguf,8,256,256,2,2000.0,5.0,4.0,20.33,103.54,37.64 ± 6.82,9.51 ± 0.38,results/hbf_weight_tier_v2/weight_tier_mbps2000_lat5_p256_n256_r2.json
1772137928,hbf-emu,,/home/manishkl/models/qwen2.5-3b-instruct-q4_k_m.gguf,8,256,256,3,2000.0,5.0,4.0,20.33,103.54,33.01 ± 3.42,8.37 ± 0.81,results/hbf_weight_tier_v2/weight_tier_mbps2000_lat5_p256_n256_r3.json
